XYZ[0][m],XYZ[1][m],XYZ[2][m],Deviation[],Amplitude[dB],Reflectance[dB],True Color[0][],True Color[2][],True Color[3][]
0.04675,2.71825,-0.36825,1,23.70,-7.22,9,0,1
0.04850,2.71550,-0.38225,4,25.16,-5.79,10,0,1
0.04825,2.71750,-0.38325,4,24.40,-6.54,11,0,1
0.05075,2.71725,-0.38250,4,25.01,-5.93,9,0,1
0.04900,2.71975,-0.38375,5,23.44,-7.49,13,0,1
0.04925,2.71825,-0.38275,4,24.64,-6.29,10,0,1
0.04950,2.71775,-0.38150,2,25.16,-5.77,9,0,1
0.04850,2.71650,-0.38075,3,24.91,-6.03,9,0,1
0.05075,2.71675,-0.38125,4,25.14,-5.80,10,0,1
0.04950,2.71800,-0.38025,2,25.30,-5.63,9,0,1
0.05150,2.71925,-0.38050,0,25.04,-5.89,9,0,1
0.05200,2.71750,-0.38350,5,24.60,-6.34,10,0,1
0.05200,2.71725,-0.38225,4,25.55,-5.39,10,0,1
0.05425,2.71975,-0.38225,3,24.75,-6.18,10,0,1
0.05275,2.71900,-0.38175,1,25.27,-5.66,10,0,1
0.05300,2.71825,-0.38050,4,24.90,-6.03,9,0,1
0.05575,2.71825,-0.38200,3,25.00,-5.94,10,0,1
0.05425,2.71900,-0.38100,2,25.14,-5.79,10,0,1
0.05550,2.71925,-0.38050,2,24.98,-5.95,10,0,1
0.04825,2.71725,-0.37950,4,24.85,-6.08,9,0,1
0.04925,2.71750,-0.37900,2,25.40,-5.53,9,0,1
0.05075,2.71800,-0.38000,6,25.23,-5.70,9,0,1
0.05050,2.71850,-0.37850,3,24.97,-5.96,9,0,1
0.05175,2.71875,-0.37825,1,24.80,-6.13,9,0,1
0.04950,2.71675,-0.37800,2,24.87,-6.07,9,0,1
0.04950,2.71650,-0.37675,4,24.80,-6.14,9,0,1
0.05100,2.71650,-0.37775,4,25.15,-5.79,9,0,1
0.04825,2.71800,-0.37800,1,24.98,-5.95,9,0,1
0.04800,2.71850,-0.37675,2,24.82,-6.11,9,0,1
0.05150,2.71975,-0.37675,2,24.60,-6.32,9,0,1
0.05225,2.71675,-0.37975,1,25.20,-5.74,9,0,1
0.05300,2.71925,-0.37900,3,25.25,-5.68,9,0,1
0.05425,2.71875,-0.37975,4,25.00,-5.93,10,0,1
0.05550,2.71850,-0.37925,4,25.07,-5.87,10,0,1
0.05300,2.71850,-0.37650,1,24.84,-6.09,9,0,1
0.05525,2.71950,-0.37775,2,24.68,-6.25,10,0,1
0.05400,2.71975,-0.37700,1,24.56,-6.36,10,0,1
0.06375,2.71575,-0.38150,3,23.01,-8.58,4,0,1
0.05650,2.71950,-0.38250,1,25.05,-5.88,10,0,1
0.05625,2.71975,-0.38100,1,25.18,-5.75,10,0,1
0.06300,2.71650,-0.38300,2,22.76,-8.84,4,0,1
0.06325,2.71975,-0.38325,5,22.44,-9.17,4,0,1
0.06300,2.71950,-0.38250,2,23.93,-7.01,5,0,1
0.06350,2.71625,-0.38025,2,23.31,-8.28,4,0,1
0.06325,2.71775,-0.38025,3,23.96,-6.99,6,0,1
0.06175,2.71925,-0.38175,5,24.42,-6.52,8,0,1
0.06175,2.71825,-0.38075,4,24.89,-6.06,8,0,1
0.06325,2.71875,-0.38125,0,23.63,-7.32,6,0,1
0.05675,2.71900,-0.38000,2,25.23,-5.70,10,0,1
0.05625,2.71975,-0.37850,1,24.84,-6.09,10,0,1
0.05800,2.71850,-0.37975,4,24.84,-6.10,10,0,1
0.05925,2.71975,-0.38000,2,25.08,-5.85,9,0,1
0.05925,2.71950,-0.37875,4,25.18,-5.75,10,0,1
0.05650,2.71875,-0.37625,6,24.66,-6.27,9,0,1
0.05800,2.71850,-0.37700,6,24.90,-6.04,9,0,1
0.06350,2.71650,-0.37925,4,23.98,-6.97,5,0,1
0.06300,2.71650,-0.37875,3,22.64,-8.95,4,0,1
0.06300,2.71825,-0.37950,1,22.67,-8.93,4,0,1
0.06250,2.71875,-0.37825,3,22.64,-8.96,4,0,1
0.06350,2.71700,-0.37775,3,24.18,-6.77,6,0,1
0.06150,2.71800,-0.37775,4,23.49,-8.11,4,0,1
0.06025,2.71975,-0.37725,6,24.95,-5.98,10,0,1
0.06175,2.71925,-0.37775,1,24.47,-6.47,8,0,1
0.06150,2.71975,-0.37650,1,24.76,-6.17,8,0,1
0.04825,2.71675,-0.37575,2,24.72,-6.21,9,0,1
0.04975,2.71650,-0.37550,7,24.71,-6.23,9,0,1
0.04950,2.71675,-0.37425,3,24.54,-6.39,9,0,1
0.04800,2.71725,-0.37425,2,24.69,-6.24,9,0,1
0.05050,2.71850,-0.37600,1,24.50,-6.43,9,0,1
0.05150,2.71900,-0.37550,4,24.56,-6.37,9,0,1
0.05025,2.71900,-0.37450,2,24.44,-6.48,9,0,1
0.04800,2.71825,-0.37300,1,24.69,-6.23,9,0,1
0.05025,2.71975,-0.37325,4,24.39,-6.53,9,0,1
0.05175,2.71950,-0.37300,3,24.20,-6.72,9,0,1
0.05300,2.71875,-0.37550,1,24.50,-6.43,10,0,1
0.05200,2.71800,-0.37450,4,24.45,-6.48,9,0,1
0.05525,2.71975,-0.37525,2,24.70,-6.23,10,0,1
0.05450,2.71800,-0.37475,3,24.51,-6.42,9,0,1
0.05275,2.71975,-0.37375,1,24.46,-6.46,9,0,1
0.05275,2.71950,-0.37275,1,24.45,-6.47,9,0,1
0.05400,2.71875,-0.37350,3,24.51,-6.42,9,0,1
0.05550,2.71900,-0.37400,2,24.57,-6.36,9,0,1
0.05425,2.71825,-0.37225,4,24.54,-6.39,9,0,1
0.05550,2.71800,-0.37300,4,24.35,-6.58,9,0,1
0.04825,2.71675,-0.37175,7,24.02,-6.91,10,0,1
0.04825,2.71725,-0.37050,3,24.36,-6.57,9,0,1
0.05050,2.71800,-0.37100,3,23.90,-7.02,9,0,1
0.05175,2.71850,-0.37050,0,24.06,-6.86,9,0,1
0.04825,2.71750,-0.36925,1,23.60,-7.32,9,0,1
0.04950,2.71775,-0.36875,2,23.96,-6.96,9,0,1
0.05075,2.71700,-0.36975,2,23.88,-7.05,9,0,1
0.04900,2.71900,-0.37000,3,23.95,-6.97,9,0,1
0.05050,2.71875,-0.36825,0,24.30,-6.62,9,0,1
0.05200,2.71750,-0.37200,5,23.73,-7.20,9,0,1
0.05325,2.71800,-0.37150,3,24.08,-6.85,9,0,1
0.05300,2.71850,-0.37025,3,24.01,-6.91,9,0,1
0.05550,2.71875,-0.37150,4,24.16,-6.77,11,0,1
0.05425,2.71950,-0.37075,2,24.10,-6.82,10,0,1
0.05525,2.71950,-0.37025,3,24.27,-6.65,9,0,1
0.05450,2.71775,-0.36975,5,24.07,-6.86,9,0,1
0.05300,2.71925,-0.36900,4,24.09,-6.83,9,0,1
0.05525,2.71975,-0.36875,3,24.35,-6.57,9,0,1
0.06375,2.71425,-0.37475,2,23.57,-8.01,4,0,1
0.06350,2.71250,-0.37400,1,22.59,-8.98,3,0,1
0.06300,2.71475,-0.37225,5,23.67,-7.91,4,0,1
0.05800,2.71850,-0.37600,4,24.95,-5.98,9,0,1
0.05675,2.71900,-0.37375,3,24.59,-6.34,9,0,1
0.05650,2.71950,-0.37225,2,24.74,-6.18,9,0,1
0.06350,2.71600,-0.37575,4,23.50,-8.09,4,0,1
0.06350,2.71625,-0.37450,1,24.11,-7.48,4,0,1
0.06175,2.71825,-0.37550,2,24.51,-6.43,8,0,1
0.06200,2.71875,-0.37425,4,24.90,-6.04,8,0,1
0.06225,2.71650,-0.37325,7,24.97,-5.98,6,0,1
0.06350,2.71625,-0.37300,1,23.80,-7.79,4,0,1
0.06050,2.71875,-0.37350,1,25.55,-5.38,9,0,1
0.06325,2.71475,-0.36925,2,22.80,-8.78,4,0,1
0.05900,2.71975,-0.37100,5,24.85,-6.07,9,0,1
0.05675,2.71900,-0.36850,2,24.51,-6.42,9,0,1
0.06325,2.71675,-0.37175,2,23.05,-8.54,3,0,1
0.06300,2.71675,-0.37050,3,23.04,-8.55,4,0,1
0.06200,2.71775,-0.37050,5,24.90,-6.04,7,0,1
0.06200,2.71800,-0.37175,5,25.01,-5.93,7,0,1
0.06075,2.71750,-0.36850,5,25.51,-5.43,9,0,1
0.06150,2.71800,-0.36925,3,23.13,-8.47,4,0,1
0.06150,2.71975,-0.36900,3,25.47,-5.46,7,0,1
0.03200,2.70975,-0.36600,6,24.35,-6.59,9,0,1
0.03250,2.71250,-0.36775,2,24.10,-6.83,9,0,1
0.03375,2.71450,-0.36775,0,24.40,-6.52,8,0,1
0.03325,2.71525,-0.36625,0,24.03,-6.89,8,0,1
0.03475,2.71425,-0.36725,3,24.23,-6.69,8,0,1
0.03250,2.71375,-0.36600,5,23.49,-7.43,9,0,1
0.03525,2.71275,-0.36525,2,24.36,-6.57,8,0,1
0.03350,2.71400,-0.36550,2,24.18,-6.74,9,0,1
0.03200,2.71450,-0.36475,1,23.66,-7.26,9,0,1
0.03500,2.71425,-0.36600,3,24.07,-6.85,8,0,1
0.03750,2.71450,-0.36800,4,24.22,-6.71,9,0,1
0.03600,2.71525,-0.36675,0,24.20,-6.72,9,0,1
0.03725,2.71500,-0.36650,2,24.72,-6.20,9,0,1
0.03825,2.71550,-0.36625,0,24.39,-6.53,8,0,1
0.03975,2.71550,-0.36700,5,24.28,-6.64,10,0,1
0.03625,2.71350,-0.36600,3,24.24,-6.69,10,0,1
0.03750,2.71450,-0.36525,1,24.23,-6.69,9,0,1
0.03600,2.71550,-0.36425,2,23.98,-6.94,10,0,1
0.03825,2.71700,-0.36700,2,24.04,-6.87,9,0,1
0.03975,2.71600,-0.36575,3,24.27,-6.65,9,0,1
0.03825,2.71650,-0.36450,3,24.29,-6.62,9,0,1
0.03275,2.71275,-0.36400,0,24.10,-6.83,9,0,1
0.03375,2.71250,-0.36350,1,24.07,-6.86,8,0,1
0.03500,2.71350,-0.36400,1,24.23,-6.69,8,0,1
0.03500,2.71300,-0.36275,4,24.24,-6.69,8,0,1
0.03350,2.71400,-0.36400,2,24.40,-6.52,8,0,1
0.03225,2.71375,-0.36100,1,24.40,-6.52,8,0,1
0.03525,2.71300,-0.36150,0,24.20,-6.73,8,0,1
0.03375,2.71425,-0.36150,6,24.38,-6.54,7,0,1
0.03200,2.71525,-0.36200,2,24.17,-6.74,9,0,1
0.03375,2.71425,-0.36025,3,24.21,-6.71,7,0,1
0.03625,2.71325,-0.36225,3,24.63,-6.29,10,0,1
0.03725,2.71525,-0.36400,4,24.56,-6.36,9,0,1
0.03750,2.71450,-0.36275,1,24.87,-6.05,9,0,1
0.03600,2.71500,-0.36300,3,24.18,-6.74,10,0,1
0.03825,2.71550,-0.36350,3,24.26,-6.66,10,0,1
0.03850,2.71475,-0.36250,4,24.37,-6.55,9,0,1
0.03650,2.71325,-0.36100,2,24.11,-6.81,9,0,1
0.03700,2.71575,-0.36125,1,24.32,-6.59,10,0,1
0.03850,2.71525,-0.36125,5,24.18,-6.74,9,0,1
0.03950,2.71675,-0.36400,0,24.00,-6.91,9,0,1
0.03925,2.71750,-0.36250,1,24.60,-6.31,9,0,1
0.03925,2.71775,-0.36125,1,24.40,-6.50,9,0,1
0.04150,2.71425,-0.36800,2,24.35,-6.58,10,0,1
0.04100,2.71625,-0.36625,2,23.91,-7.01,10,0,1
0.04200,2.71675,-0.36725,3,23.50,-7.42,9,0,1
0.04300,2.71775,-0.36650,2,23.96,-6.95,9,0,1
0.04075,2.71675,-0.36500,1,24.30,-6.62,9,0,1
0.04350,2.71625,-0.36550,1,23.95,-6.97,8,0,1
0.04200,2.71650,-0.36475,3,24.26,-6.66,9,0,1
0.04150,2.71850,-0.36550,2,24.20,-6.71,9,0,1
0.04425,2.71775,-0.36750,2,24.12,-6.80,10,0,1
0.04475,2.71600,-0.36650,3,24.22,-6.70,9,0,1
0.04600,2.71625,-0.36750,1,24.14,-6.78,8,0,1
0.04725,2.71625,-0.36725,2,23.85,-7.08,9,0,1
0.04775,2.71875,-0.36650,1,24.31,-6.60,9,0,1
0.04575,2.71750,-0.36600,2,23.97,-6.95,10,0,1
0.04400,2.71850,-0.36475,3,23.85,-7.06,9,0,1
0.04525,2.71975,-0.36450,1,23.81,-7.09,9,0,1
0.04675,2.71850,-0.36575,4,23.34,-7.57,9,0,1
0.04650,2.71875,-0.36425,2,24.27,-6.64,9,0,1
0.04225,2.71550,-0.36350,3,23.86,-7.06,9,0,1
0.04100,2.71550,-0.36125,3,23.92,-7.00,9,0,1
0.04600,2.71575,-0.36125,4,23.57,-7.35,9,0,1
0.04050,2.71775,-0.36325,1,24.05,-6.86,9,0,1
0.04050,2.71700,-0.36250,0,24.02,-6.89,9,0,1
0.04300,2.71775,-0.36400,1,24.22,-6.69,8,0,1
0.04200,2.71600,-0.36225,1,24.05,-6.87,9,0,1
0.04350,2.71625,-0.36300,2,23.89,-7.03,9,0,1
0.04175,2.71700,-0.36075,0,24.00,-6.91,10,0,1
0.04325,2.71700,-0.36050,2,24.33,-6.58,9,0,1
0.04275,2.71850,-0.36125,3,23.49,-7.41,9,0,1
0.04375,2.71975,-0.36175,4,23.52,-7.38,8,0,1
0.04425,2.71800,-0.36350,2,24.26,-6.65,9,0,1
0.04525,2.71875,-0.36350,2,23.82,-7.09,9,0,1
0.04675,2.71800,-0.36300,2,23.95,-6.96,9,0,1
0.04550,2.71925,-0.36200,2,24.00,-6.91,9,0,1
0.04400,2.71875,-0.36100,1,23.96,-6.94,9,0,1
0.04675,2.71850,-0.36175,4,24.14,-6.77,9,0,1
0.04650,2.71975,-0.36025,3,24.08,-6.82,9,0,1
0.03250,2.71300,-0.35850,3,24.11,-6.81,9,0,1
0.03400,2.71250,-0.35950,4,24.11,-6.81,8,0,1
0.03225,2.71450,-0.35950,1,24.09,-6.82,9,0,1
0.03475,2.71500,-0.35975,1,24.06,-6.85,8,0,1
0.03350,2.71500,-0.35750,3,24.24,-6.67,8,0,1
0.03225,2.71450,-0.35700,1,24.28,-6.63,9,0,1
0.03375,2.71425,-0.35650,1,24.38,-6.53,8,0,1
0.03450,2.71575,-0.35675,4,24.53,-6.38,8,0,1
0.03575,2.71525,-0.35675,3,24.08,-6.83,10,0,1
0.03750,2.71350,-0.35925,3,24.06,-6.86,9,0,1
0.03625,2.71450,-0.35825,3,24.22,-6.70,9,0,1
0.03850,2.71575,-0.35975,4,24.06,-6.85,9,0,1
0.03850,2.71575,-0.35850,2,24.76,-6.15,9,0,1
0.03725,2.71500,-0.35650,3,24.13,-6.78,9,0,1
0.03850,2.71475,-0.35750,3,23.94,-6.98,9,0,1
0.03425,2.71775,-0.35800,3,24.15,-6.75,8,0,1
0.03600,2.71600,-0.35925,7,24.22,-6.69,9,0,1
0.03700,2.71625,-0.35975,3,24.23,-6.68,9,0,1
0.03925,2.71725,-0.35875,3,24.02,-6.89,9,0,1
0.03925,2.71800,-0.36000,0,24.08,-6.82,9,0,1
0.03700,2.71675,-0.35725,1,24.24,-6.66,9,0,1
0.03900,2.71850,-0.35725,1,24.38,-6.52,9,0,1
0.03925,2.71800,-0.35625,3,23.85,-7.05,9,0,1
0.03225,2.71375,-0.35575,1,24.42,-6.49,8,0,1
0.03225,2.71475,-0.35450,2,24.35,-6.56,8,0,1
0.03475,2.71500,-0.35575,3,24.15,-6.76,8,0,1
0.03200,2.71475,-0.35325,1,24.30,-6.60,9,0,1
0.03475,2.71475,-0.35325,4,23.90,-7.01,8,0,1
0.03750,2.71425,-0.35525,4,24.60,-6.32,9,0,1
0.03850,2.71500,-0.35600,1,23.90,-7.01,9,0,1
0.03850,2.71575,-0.35475,0,24.07,-6.84,9,0,1
0.03600,2.71550,-0.35275,0,24.25,-6.65,9,0,1
0.03300,2.71700,-0.35475,2,23.95,-6.95,8,0,1
0.03450,2.71600,-0.35450,4,24.32,-6.58,8,0,1
0.03525,2.71825,-0.35500,1,24.54,-6.35,9,0,1
0.03325,2.71600,-0.35350,3,23.95,-6.95,7,0,1
0.03575,2.71600,-0.35400,2,24.07,-6.83,9,0,1
0.03925,2.71825,-0.35475,2,23.97,-6.93,9,0,1
0.03675,2.71700,-0.35325,3,23.99,-6.91,8,0,1
0.03925,2.71675,-0.35375,3,24.21,-6.69,9,0,1
0.03950,2.71700,-0.35250,5,24.23,-6.67,9,0,1
0.03775,2.71825,-0.35275,2,24.03,-6.86,9,0,1
0.04075,2.71750,-0.35950,3,24.10,-6.81,9,0,1
0.04075,2.71750,-0.35825,3,24.29,-6.61,9,0,1
0.04200,2.71650,-0.35950,2,24.18,-6.73,9,0,1
0.04300,2.71700,-0.35900,2,24.24,-6.67,9,0,1
0.04100,2.71600,-0.35750,2,23.96,-6.95,10,0,1
0.04175,2.71800,-0.35775,1,23.86,-7.04,9,0,1
0.04150,2.71800,-0.35650,1,23.34,-7.56,9,0,1
0.04300,2.71800,-0.35775,0,24.16,-6.75,9,0,1
0.04375,2.71975,-0.35800,0,24.18,-6.72,9,0,1
0.04575,2.71725,-0.35975,3,24.19,-6.72,9,0,1
0.04400,2.71875,-0.35975,1,23.61,-7.29,9,0,1
0.04525,2.71825,-0.35850,3,23.72,-7.19,9,0,1
0.04750,2.71975,-0.35875,3,23.82,-7.08,9,0,1
0.04450,2.71725,-0.35750,4,23.90,-7.01,9,0,1
0.04575,2.71750,-0.35725,1,23.91,-7.00,9,0,1
0.04675,2.71900,-0.35800,2,23.64,-7.26,9,0,1
0.04775,2.71925,-0.35750,2,23.71,-7.19,9,0,1
0.04675,2.71800,-0.35675,5,23.83,-7.08,9,0,1
0.04350,2.71575,-0.35300,6,24.21,-6.70,9,0,1
0.04050,2.71700,-0.35600,3,23.98,-6.93,9,0,1
0.04200,2.71700,-0.35575,3,24.10,-6.81,9,0,1
0.04025,2.71850,-0.35425,0,24.44,-6.46,9,0,1
0.04275,2.71850,-0.35600,2,23.81,-7.09,9,0,1
0.04300,2.71800,-0.35525,2,23.97,-6.93,9,0,1
0.04075,2.71650,-0.35350,1,24.06,-6.85,9,0,1
0.04200,2.71725,-0.35325,2,24.40,-6.50,9,0,1
0.04150,2.71800,-0.35400,2,24.09,-6.81,9,0,1
0.04300,2.71800,-0.35375,2,24.05,-6.85,9,0,1
0.04450,2.71750,-0.35600,3,24.40,-6.51,9,0,1
0.04550,2.71875,-0.35575,2,24.18,-6.72,9,0,1
0.04400,2.71850,-0.35475,2,23.46,-7.44,9,0,1
0.04675,2.71825,-0.35550,2,23.82,-7.09,9,0,1
0.04400,2.71850,-0.35350,2,23.80,-7.10,9,0,1
0.04650,2.71925,-0.35400,3,23.77,-7.13,9,0,1
0.04650,2.71950,-0.35275,4,24.52,-6.38,9,0,1
0.04825,2.71750,-0.36775,0,24.13,-6.79,9,0,1
0.04900,2.71850,-0.36625,4,24.03,-6.89,9,0,1
0.05050,2.71800,-0.36725,3,24.18,-6.74,9,0,1
0.05175,2.71875,-0.36675,3,24.21,-6.71,9,0,1
0.04950,2.71750,-0.36500,2,23.71,-7.21,9,0,1
0.04800,2.71900,-0.36525,1,23.19,-7.72,9,0,1
0.05150,2.71975,-0.36525,2,24.03,-6.88,9,0,1
0.05050,2.71850,-0.36475,3,23.85,-7.07,9,0,1
0.05200,2.71775,-0.36800,1,24.40,-6.52,9,0,1
0.05300,2.71800,-0.36775,4,24.29,-6.64,9,0,1
0.05525,2.71925,-0.36775,3,24.04,-6.88,9,0,1
0.05400,2.71975,-0.36700,2,24.24,-6.68,9,0,1
0.05200,2.71775,-0.36425,4,24.01,-6.91,9,0,1
0.05425,2.71900,-0.36450,2,24.07,-6.85,9,0,1
0.04825,2.71750,-0.36275,3,24.00,-6.92,9,0,1
0.04800,2.71800,-0.36400,1,24.05,-6.87,9,0,1
0.04875,2.71975,-0.36350,2,23.68,-7.23,8,0,1
0.04900,2.71975,-0.36225,4,24.26,-6.65,9,0,1
0.05175,2.71825,-0.36300,3,24.16,-6.76,9,0,1
0.04800,2.71775,-0.36025,6,24.24,-6.67,9,0,1
0.04800,2.71875,-0.36125,2,23.61,-7.30,9,0,1
0.04925,2.71850,-0.36100,1,24.23,-6.68,9,0,1
0.05050,2.71875,-0.36200,3,23.92,-6.99,9,0,1
0.05025,2.71975,-0.36075,3,23.66,-7.25,9,0,1
0.05150,2.71925,-0.36025,0,23.86,-7.05,9,0,1
0.05400,2.71975,-0.36325,3,24.25,-6.66,9,0,1
0.05400,2.71950,-0.36175,4,24.23,-6.68,9,0,1
0.06325,2.71275,-0.36575,5,21.98,-9.59,4,0,1
0.06325,2.71475,-0.36500,2,22.44,-9.14,4,0,1
0.05775,2.71950,-0.36550,4,24.27,-6.65,9,0,1
0.06375,2.71600,-0.36750,2,23.02,-8.56,4,0,1
0.06250,2.71700,-0.36625,3,22.83,-8.76,4,0,1
0.06175,2.71925,-0.36775,1,25.39,-5.54,6,0,1
0.06025,2.71950,-0.36700,6,25.21,-5.72,8,0,1
0.06350,2.71625,-0.36475,5,22.69,-8.89,4,0,1
0.06325,2.71775,-0.36500,2,24.09,-6.85,5,0,1
0.06375,2.71425,-0.36350,2,22.45,-9.12,4,0,1
0.06375,2.71425,-0.36225,3,22.49,-9.08,4,0,1
0.06225,2.71750,-0.36350,2,23.18,-8.41,4,0,1
0.06325,2.71875,-0.36350,3,23.39,-7.54,6,0,1
0.06325,2.71850,-0.36225,3,23.66,-7.27,7,0,1
0.06175,2.71600,-0.36150,4,22.17,-9.41,4,0,1
0.06325,2.71650,-0.36200,1,22.81,-8.77,4,0,1
0.06200,2.71750,-0.36075,3,22.44,-9.15,4,0,1
0.04925,2.71850,-0.35850,2,23.82,-7.09,9,0,1
0.05050,2.71825,-0.35825,4,24.23,-6.68,9,0,1
0.05150,2.71950,-0.35900,3,23.99,-6.92,9,0,1
0.05400,2.71950,-0.35950,5,24.25,-6.66,9,0,1
0.05525,2.71950,-0.36000,2,24.51,-6.40,9,0,1
0.05150,2.71925,-0.35525,4,23.55,-7.36,9,0,1
0.04800,2.71900,-0.35250,3,24.10,-6.80,9,0,1
0.06225,2.71550,-0.36000,6,22.15,-9.43,4,0,1
0.06300,2.71500,-0.35700,2,22.46,-9.11,4,0,1
0.06275,2.71675,-0.35925,3,22.35,-9.23,4,0,1
0.06275,2.71675,-0.35775,3,22.60,-8.98,4,0,1
0.06250,2.71700,-0.35650,5,22.82,-8.76,4,0,1
0.06325,2.71275,-0.35450,1,21.95,-9.61,4,0,1
0.06300,2.71475,-0.35550,2,22.24,-9.33,4,0,1
0.06300,2.71475,-0.35425,1,22.78,-8.79,4,0,1
0.06200,2.71775,-0.35525,4,22.36,-9.22,4,0,1
0.06300,2.71900,-0.35450,4,22.02,-8.90,7,0,1
0.06225,2.71750,-0.35250,1,22.53,-9.05,4,0,1
0.06350,2.71750,-0.35225,4,22.02,-8.91,7,1,1
0.06125,2.71800,-0.35375,1,22.39,-9.20,4,0,1
0.06150,2.71975,-0.35350,4,23.94,-6.97,6,0,1
0.06300,2.71975,-0.35325,4,22.20,-8.72,7,1,1
0.01925,2.72175,-0.38400,4,23.10,-7.79,15,0,1
0.02725,2.72000,-0.38400,1,22.80,-8.10,16,0,1
0.02425,2.72325,-0.38400,2,22.76,-8.12,16,0,1
0.02850,2.75150,-0.38000,23,20.34,-11.49,6,1,1
0.03950,2.72275,-0.38400,3,22.81,-8.09,15,0,1
0.04100,2.72125,-0.38400,3,23.03,-7.88,15,0,1
0.04250,2.72050,-0.38350,3,22.91,-8.01,14,0,1
0.04375,2.72000,-0.38350,2,23.66,-7.26,14,0,1
0.04325,2.72275,-0.38400,5,23.09,-7.81,15,0,1
0.04500,2.72000,-0.38325,1,23.79,-7.13,13,0,1
0.04625,2.72175,-0.38375,6,23.34,-7.57,14,0,1
0.04725,2.72150,-0.38350,3,23.72,-7.20,14,0,1
0.04475,2.72225,-0.38400,2,23.26,-7.65,14,0,1
0.04625,2.72525,-0.38400,1,23.49,-7.41,14,0,1
0.04475,2.72700,-0.38400,3,23.12,-7.77,14,0,1
0.04300,2.72925,-0.38400,5,23.42,-7.45,15,0,1
0.04775,2.73050,-0.38375,4,23.22,-7.65,15,0,1
0.04500,2.73275,-0.38375,3,23.50,-7.36,15,0,1
0.04575,2.73275,-0.38375,4,23.58,-7.28,15,0,1
0.04625,2.72125,-0.37000,0,24.49,-6.41,9,0,1
0.04575,2.73500,-0.37550,15,21.91,-9.80,4,0,1
0.04750,2.73350,-0.37100,22,21.78,-9.92,4,0,1
0.04675,2.73425,-0.36825,26,21.79,-9.91,4,0,1
0.05000,2.72100,-0.38325,1,24.07,-6.85,13,0,1
0.05125,2.72150,-0.38400,4,23.64,-7.28,14,0,1
0.04975,2.72250,-0.38400,3,23.21,-7.70,15,0,1
0.05250,2.72175,-0.38375,2,24.08,-6.84,14,0,1
0.05375,2.72100,-0.38325,5,24.46,-6.47,11,0,1
0.05250,2.72075,-0.38250,2,24.79,-6.13,10,0,1
0.05525,2.72000,-0.38275,0,24.56,-6.37,10,0,1
0.05300,2.72400,-0.38375,1,23.39,-7.52,16,0,1
0.05525,2.72475,-0.38400,4,23.47,-7.44,14,0,1
0.05400,2.72525,-0.38275,5,23.45,-7.45,13,0,1
0.05325,2.72775,-0.38350,3,23.32,-7.57,15,0,1
0.05400,2.72000,-0.37825,1,25.31,-5.61,10,0,1
0.05275,2.72000,-0.37750,3,24.92,-6.00,10,0,1
0.05525,2.72000,-0.37650,3,24.98,-5.95,10,0,1
0.05625,2.72125,-0.38350,5,24.13,-6.80,11,0,1
0.05900,2.72025,-0.38250,3,24.98,-5.95,10,0,1
0.05700,2.72350,-0.38375,5,23.63,-7.29,15,0,1
0.05725,2.72200,-0.38275,0,24.48,-6.44,11,0,1
0.05750,2.72050,-0.38200,0,25.33,-5.60,10,0,1
0.05750,2.72050,-0.38050,3,25.62,-5.31,10,0,1
0.05900,2.72025,-0.38125,4,25.20,-5.73,9,0,1
0.05975,2.72225,-0.38175,2,24.81,-6.11,9,0,1
0.06025,2.72000,-0.38350,1,24.21,-6.73,10,0,1
0.06025,2.72250,-0.38225,1,22.54,-9.08,4,0,1
0.06100,2.72275,-0.38225,5,24.51,-6.41,9,0,1
0.06225,2.72275,-0.38300,4,23.15,-7.78,7,0,1
0.06350,2.72300,-0.38275,1,22.41,-8.52,7,0,1
0.06000,2.72050,-0.38075,3,24.73,-6.20,9,0,1
0.05900,2.72550,-0.38375,4,23.17,-7.74,12,0,1
0.05800,2.72400,-0.38300,5,24.44,-6.48,11,0,1
0.05725,2.72725,-0.38350,1,22.96,-7.94,15,0,1
0.05725,2.72500,-0.38025,4,21.98,-9.66,4,0,1
0.05800,2.72475,-0.38125,1,22.31,-9.33,4,0,1
0.06000,2.72475,-0.38325,3,21.99,-9.64,7,0,1
0.06025,2.72525,-0.38300,2,23.33,-7.58,11,0,1
0.06375,2.72500,-0.38375,3,21.79,-9.83,28,13,1
0.06025,2.72600,-0.38400,3,21.93,-9.71,19,9,1
0.06250,2.72675,-0.38325,0,22.26,-8.65,11,0,1
0.05750,2.72025,-0.37825,3,25.41,-5.52,10,0,1
0.05975,2.72150,-0.37925,1,25.14,-5.78,9,0,1
0.05625,2.72025,-0.37725,0,24.75,-6.18,9,0,1
0.05975,2.72125,-0.37725,4,23.16,-8.46,4,0,1
0.05850,2.72175,-0.37700,1,24.80,-6.12,11,0,1
0.06100,2.72175,-0.37875,1,24.97,-5.96,8,0,1
0.06000,2.72125,-0.37800,4,25.16,-5.77,9,0,1
0.05800,2.72450,-0.37850,7,21.91,-9.73,3,0,1
0.05650,2.72575,-0.37750,8,21.89,-9.75,5,0,1
0.04950,2.72825,-0.38375,3,23.29,-7.59,15,0,1
0.05200,2.72850,-0.38400,3,22.89,-8.00,15,0,1
0.05575,2.72850,-0.38275,1,22.01,-9.65,7,0,1
0.05350,2.73150,-0.38375,4,23.11,-7.76,15,0,1
